Port,Time,Data,Tire ID,lib ver,sensor v,receive v,pressure,z-axis,x-axis,volt(V),temp(กษ),frame id,crc,rssi,period(ms)
1,11-04  01:11:04,EFM1[KUMHO110087A90C9E246B000100E400FBB04FAF956A00C7],87A90C9E,24,1.0.7,1.0.6,-2.4,17.00,3.250,2.98,24.0,44949,00,-57,-1
1,11-04  01:11:06,EFM1[KUMHO110087290FE0244B000100E100FBAB4E2CC76A01AB],87290FE0,24,-,1.0.6,-2.4,14.00,3.250,2.93,23.0,11463,01,-85,1309
2,11-04  01:11:07,EFM2[KUMHO110087A90CCF246B000100E100FAAA4D51EE6A00B7],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.92,22.0,20974,00,-73,2575
1,11-04  01:11:08,EFM1[KUMHO110087A91B39246B0001010D00FBAF515FA56A00BE],87A91B39,24,1.0.7,1.0.6,-2.4,58.00,3.250,2.97,26.0,24485,00,-66,0
2,11-04  01:11:08,EFM2[KUMHO110087A91B39246B0001010D00FBAF515FA56A00C1],87A91B39,24,1.0.7,1.0.6,-2.4,58.00,3.250,2.97,26.0,24485,00,-63,3557
1,11-04  01:11:09,EFM1[KUMHO110087A91CB2246B0002011B00FEB04EC66C6A00C3],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.249,2.98,23.0,50796,00,-61,4440
2,11-04  01:11:10,EFM2[KUMHO110087A90C87246B000100E400FCB051E2B56A00BE],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,26.0,58037,00,-66,5773
2,11-04  01:11:10,EFM2[KUMHO110087A90C83246B000100E000FAB151B8706A00C2],87A90C83,24,1.0.7,1.0.6,-2.4,13.00,2.917,2.99,26.0,47216,00,-62,5993
1,11-04  01:11:10,EFM1[KUMHO110087A90C83246B000100E000FAB151B8706A00C3],87A90C83,24,1.0.7,1.0.6,-2.4,13.00,2.917,2.99,26.0,47216,00,-61,0
1,11-04  01:11:10,EFM1[KUMHO110087A90C87246B000100E400FCB051E2B56A00BF],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,26.0,58037,00,-65,1
2,11-04  01:11:11,EFM2[KUMHO110087A90D9A246B0001010B00FAB051C9FA6A00BE],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.98,26.0,51706,00,-66,0
1,11-04  01:11:11,EFM1[KUMHO110087A90D9A246B0001010B00FAB051C9FA6A00BD],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.98,26.0,51706,00,-67,6829
2,11-04  01:11:11,EFM2[KUMHO110087A91C14246B000000A100D4B010C9D46A01C3],87A91C14,24,1.0.7,1.0.6,-2.8,-50.00,-9.737,2.98,-39.0,51668,01,-61,7074
1,11-04  01:11:12,EFM1[KUMHO110087A90D98246B0001010D00FD9E50C52F6A00C5],87A90D98,24,1.0.7,1.0.6,-2.4,58.00,3.916,2.8,25.0,50479,00,-59,7281
1,11-04  01:11:12,EFM1[KUMHO110087A91543246B000100E900FBB15165A06A00BF],87A91543,24,1.0.7,1.0.6,-2.4,22.00,3.250,2.99,26.0,26016,00,-65,0
2,11-04  01:11:12,EFM2[KUMHO110087A91543246B000100E900FBB15165A06A00C2],87A91543,24,1.0.7,1.0.6,-2.4,22.00,3.250,2.99,26.0,26016,00,-62,7920
2,11-04  01:11:12,EFM2[KUMHO110087A92031246B000100E100FAAF511A126A00BB],87A92031,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.97,26.0,6674,00,-69,8167
2,11-04  01:11:13,EFM2[KUMHO110087A90C04246B000100E800FDAF4FDC5A6A00BD],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.916,2.97,24.0,56410,00,-67,8996
1,11-04  01:11:13,EFM1[KUMHO110087A90C04246B000100E800FDAF4FDC5A6A00BB],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.916,2.97,24.0,56410,00,-69,0
1,11-04  01:11:13,EFM1[KUMHO110087A92031246B000100E100FAAF511A126A00BB],87A92031,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.97,26.0,6674,00,-69,270
1,11-04  01:11:15,EFM1[KUMHO110087A90C9E246B000100E300FBB04FAF966A00C8],87A90C9E,24,1.0.7,1.0.6,-2.4,16.00,3.250,2.98,24.0,44950,00,-56,10293
2,11-04  01:11:15,EFM2[KUMHO110087A90C9E246B000100E300FBB04FAF966A00C4],87A90C9E,24,1.0.7,1.0.6,-2.4,16.00,3.250,2.98,24.0,44950,00,-60,3
1,11-04  01:11:16,EFM1[KUMHO110086A90FF2246A000100E100FBAE4E2CC86A01AE],86A90FF2,24,1.0.6,1.0.6,-2.4,14.00,3.250,2.96,23.0,11464,01,-82,11636
1,11-04  01:11:16,EFM1[KUMHO110087A90C07246B000100F300EDAF4D83C16A00AA],87A90C07,24,1.0.7,1.0.6,-2.4,32.00,-1.412,2.97,22.0,33729,00,-86,12067
1,11-04  01:11:17,EFM1[KUMHO110087A90CCF246B000100E100F9AA4D51EF6A00B4],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.584,2.92,22.0,20975,00,-76,1
2,11-04  01:11:17,EFM2[KUMHO110087A90CCF246B000100E100F9AA4D51EF6A00B7],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.584,2.92,22.0,20975,00,-73,10097
1,11-04  01:11:18,EFM1[KUMHO110087A91B39246B0001010D00FBAF515FA66A00BE],87A91B39,24,1.0.7,1.0.6,-2.4,58.00,3.250,2.97,26.0,24486,00,-66,10164
2,11-04  01:11:18,EFM2[KUMHO110087A91B39246B0001010D00FBAF515FA66A00BE],87A91B39,24,1.0.7,1.0.6,-2.4,58.00,3.250,2.97,26.0,24486,00,-66,2
2,11-04  01:11:19,EFM2[KUMHO110087A91CB2246B0002011B00FFB04EC66D6A00C3],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.582,2.98,23.0,50797,00,-61,10213
1,11-04  01:11:19,EFM1[KUMHO110087A91CB2246B0002011B00FFB04EC66D6A00C1],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.582,2.98,23.0,50797,00,-63,1
1,11-04  01:11:20,EFM1[KUMHO110087A90C87246B000100E300FCB051E2B66A00BE],87A90C87,24,1.0.7,1.0.6,-2.4,16.00,3.583,2.98,26.0,58038,00,-66,10108
2,11-04  01:11:20,EFM2[KUMHO110087A90C83246B000100DF00FBB151B8716A00C3],87A90C83,24,1.0.7,1.0.6,-2.4,12.00,3.250,2.99,26.0,47217,00,-61,10239
1,11-04  01:11:20,EFM1[KUMHO110087A90C83246B000100DF00FBB151B8716A00C4],87A90C83,24,1.0.7,1.0.6,-2.4,12.00,3.250,2.99,26.0,47217,00,-60,2
2,11-04  01:11:20,EFM2[KUMHO110087A90C87246B000100E300FCB051E2B66A00BD],87A90C87,24,1.0.7,1.0.6,-2.4,16.00,3.583,2.98,26.0,58038,00,-67,1
1,11-04  01:11:21,EFM1[KUMHO110087A91C14246B000100E500FAB050C9D56A00C0],87A91C14,24,1.0.7,1.0.6,-2.4,18.00,2.917,2.98,25.0,51669,00,-64,10094
2,11-04  01:11:21,EFM2[KUMHO110087A90D9A246B0001010B00FAB151C9FB6A00B8],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.99,26.0,51707,00,-72,1
1,11-04  01:11:21,EFM1[KUMHO110087A90D9A246B0001010B00FAB151C9FB6A00BB],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.99,26.0,51707,00,-69,10037
2,11-04  01:11:21,EFM2[KUMHO110087A91C14246B000100E500FAB050C9D56A00C1],87A91C14,24,1.0.7,1.0.6,-2.4,18.00,2.917,2.98,25.0,51669,00,-63,1
1,11-04  01:11:22,EFM1[KUMHO110087A90D98246B0001010D00FC9E51C5306A00C4],87A90D98,24,1.0.7,1.0.6,-2.4,58.00,3.583,2.8,26.0,50480,00,-60,10180
2,11-04  01:11:22,EFM2[KUMHO110087A90D98246B0001010D00FC9E51C5306A00C0],87A90D98,24,1.0.7,1.0.6,-2.4,58.00,3.583,2.8,26.0,50480,00,-64,1
1,11-04  01:11:23,EFM1[KUMHO110087A91543246B000100E900FAB15065A16A00C2],87A91543,24,1.0.7,1.0.6,-2.4,22.00,2.917,2.99,25.0,26017,00,-62,1
2,11-04  01:11:23,EFM2[KUMHO110087A92031246B000100E100FAAF511A136A00B9],87A92031,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.97,26.0,6675,00,-71,10139
1,11-04  01:11:23,EFM1[KUMHO110087A92031246B000100E100FAAF511A136A00BA],87A92031,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.97,26.0,6675,00,-70,2
2,11-04  01:11:23,EFM2[KUMHO110087A90C04246B000100E800FDB04FDC5B6A00BC],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.916,2.98,24.0,56411,00,-68,10156
2,11-04  01:11:23,EFM2[KUMHO110087A91543246B000100E900FAB15065A16A00C1],87A91543,24,1.0.7,1.0.6,-2.4,22.00,2.917,2.99,25.0,26017,00,-63,10354
2,11-04  01:11:25,EFM2[KUMHO110087A90C9E246B000100E400FCB04FAF976A00C4],87A90C9E,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,24.0,44951,00,-60,10298
1,11-04  01:11:25,EFM1[KUMHO110087A90C9E246B000100E400FCB04FAF976A00C8],87A90C9E,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,24.0,44951,00,-56,1
1,11-04  01:11:27,EFM1[KUMHO110087A90CCF246B000100E100FAAA4D51F06A00B6],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.92,22.0,20976,00,-74,10100
2,11-04  01:11:28,EFM2[KUMHO110087A91B39246B0002010D00FAAF515FA76A00BF],87A91B39,24,1.0.7,1.0.6,-2.0,58.00,2.917,2.97,26.0,24487,00,-65,1
1,11-04  01:11:28,EFM1[KUMHO110087A91B39246B0002010D00FAAF515FA76A00BC],87A91B39,24,1.0.7,1.0.6,-2.0,58.00,2.917,2.97,26.0,24487,00,-68,10262
1,11-04  01:11:29,EFM1[KUMHO110087A91CB2246B0002011B00FEB04EC66E6A00C2],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.249,2.98,23.0,50798,00,-62,1
2,11-04  01:11:29,EFM2[KUMHO110087A91CB2246B0002011B00FEB04EC66E6A00C1],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.249,2.98,23.0,50798,00,-63,10212
2,11-04  01:11:30,EFM2[KUMHO110087A90C87246B000100E400FCB052E2B76A00BD],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,27.0,58039,00,-67,10107
1,11-04  01:11:30,EFM1[KUMHO110087A90C87246B000100E400FCB052E2B76A00BD],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,27.0,58039,00,-67,1
1,11-04  01:11:31,EFM1[KUMHO110087A91C14246B000100E400FBB050C9D66A00C4],87A91C14,24,1.0.7,1.0.6,-2.4,17.00,3.250,2.98,25.0,51670,00,-60,10051
2,11-04  01:11:31,EFM2[KUMHO110087A90D9A246B0001010B00FAB051C9FC6A00C0],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.98,26.0,51708,00,-64,10038
1,11-04  01:11:31,EFM1[KUMHO110087A90C83246B000100E000FAB151B8726A00C3],87A90C83,24,1.0.7,1.0.6,-2.4,13.00,2.917,2.99,26.0,47218,00,-61,10241
1,11-04  01:11:31,EFM1[KUMHO110087A90D9A246B0001010B00FAB051C9FC6A00BE],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.98,26.0,51708,00,-66,1
2,11-04  01:11:31,EFM2[KUMHO110087A91C14246B000100E400FBB050C9D66A00C4],87A91C14,24,1.0.7,1.0.6,-2.4,17.00,3.250,2.98,25.0,51670,00,-60,1
2,11-04  01:11:32,EFM2[KUMHO110087A90D98246B0001010D00FC9E51C5316A00BD],87A90D98,24,1.0.7,1.0.6,-2.4,58.00,3.583,2.8,26.0,50481,00,-67,10050
1,11-04  01:11:32,EFM1[KUMHO110087A90D98246B0001010D00FC9E51C5316A00C3],87A90D98,24,1.0.7,1.0.6,-2.4,58.00,3.583,2.8,26.0,50481,00,-61,1
2,11-04  01:11:32,EFM2[KUMHO110087A90C9C246B000200E400FAB04FF4096A00BC],87A90C9C,24,1.0.7,1.0.6,-2.0,17.00,2.917,2.98,24.0,62473,00,-68,27510
2,11-04  01:11:33,EFM2[KUMHO110087A92031246B000100E100FBAF511A146A00BD],87A92031,24,1.0.7,1.0.6,-2.4,14.00,3.250,2.97,26.0,6676,00,-67,10348
2,11-04  01:11:33,EFM2[KUMHO110087A91543246B000100E900FAB15165A26A00C4],87A91543,24,1.0.7,1.0.6,-2.4,22.00,2.917,2.99,26.0,26018,00,-60,10357
2,11-04  01:11:34,EFM2[KUMHO110087A90C04246B000100E800FCB04FDC5C6A00BB],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.583,2.98,24.0,56412,00,-69,10161
2,11-04  01:11:35,EFM2[KUMHO110087A90C9E246B000100E300FBB04FAF986A00C5],87A90C9E,24,1.0.7,1.0.6,-2.4,16.00,3.250,2.98,24.0,44952,00,-59,10303
2,11-04  01:11:36,EFM2[KUMHO110087A90C07246B040100D300EAAC4D83436A01AC],87A90C07,24,1.0.7,1.0.6,406.1,0.00,-2.411,2.94,22.0,33603,01,-84,20142
1,11-04  01:11:37,EFM1[KUMHO110087A90CCF246B000100E100F9AA4D51F16A00B5],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.584,2.92,22.0,20977,00,-75,10096
2,11-04  01:11:37,EFM2[KUMHO110087A90CCF246B000100E100F9AA4D51F16A00B8],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.584,2.92,22.0,20977,00,-72,1
1,11-04  01:11:38,EFM1[KUMHO110087A91B39246B0002010D00FBAF515FA86A00B8],87A91B39,24,1.0.7,1.0.6,-2.0,58.00,3.250,2.97,26.0,24488,00,-72,10062
2,11-04  01:11:38,EFM2[KUMHO110087A91B39246B0002010D00FBAF515FA86A00C1],87A91B39,24,1.0.7,1.0.6,-2.0,58.00,3.250,2.97,26.0,24488,00,-63,1
1,11-04  01:11:39,EFM1[KUMHO110087A91CB2246B0002011B00FEB04EC66F6A00C1],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.249,2.98,23.0,50799,00,-63,1
2,11-04  01:11:39,EFM2[KUMHO110087A91CB2246B0002011B00FEB04EC66F6A00C1],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.249,2.98,23.0,50799,00,-63,10214
1,11-04  01:11:40,EFM1[KUMHO110087A90C87246B000100E400FDB051E2B86A00BC],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.916,2.98,26.0,58040,00,-68,10109
2,11-04  01:11:40,EFM2[KUMHO110087A90C87246B000100E400FDB051E2B86A00BB],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.916,2.98,26.0,58040,00,-69,1
2,11-04  01:11:41,EFM2[KUMHO110087A90C83246B000100DF00FBB151B8736A00BC],87A90C83,24,1.0.7,1.0.6,-2.4,12.00,3.250,2.99,26.0,47219,00,-68,10237
1,11-04  01:11:41,EFM1[KUMHO110087A90D9A246B0001010B00FAB051C9FD6A00C3],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.98,26.0,51709,00,-61,10101
2,11-04  01:11:41,EFM2[KUMHO110087A90D9A246B0001010B00FAB051C9FD6A00C5],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.98,26.0,51709,00,-59,1
2,11-04  01:11:42,EFM2[KUMHO110087A91C14246B000100E500FBB050C9D76A00C6],87A91C14,24,1.0.7,1.0.6,-2.4,18.00,3.250,2.98,25.0,51671,00,-58,10080
2,11-04  01:11:42,EFM2[KUMHO110087A90D98246B0001010D00FC9F51C5326A00BB],87A90D98,24,1.0.7,1.0.6,-2.4,58.00,3.583,2.81,26.0,50482,00,-69,10084
2,11-04  01:11:42,EFM2[KUMHO110087A90C9C246B000200E500FAB04FF40A6A00BE],87A90C9C,24,1.0.7,1.0.6,-2.0,18.00,2.917,2.98,24.0,62474,00,-66,10085
1,11-04  01:11:42,EFM1[KUMHO110087A91C14246B000100E500FBB050C9D76A00C4],87A91C14,24,1.0.7,1.0.6,-2.4,18.00,3.250,2.98,25.0,51671,00,-60,1
1,11-04  01:11:43,EFM1[KUMHO110087A92031246B000100E100FAAF511A156A00BC],87A92031,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.97,26.0,6677,00,-68,10011
1,11-04  01:11:43,EFM1[KUMHO110087A91543246B000100E900FBB15065A36A00C4],87A91543,24,1.0.7,1.0.6,-2.4,22.00,3.250,2.99,25.0,26019,00,-60,10595
2,11-04  01:11:44,EFM2[KUMHO110087A90C04246B000100E800FDB04FDC5D6A00BE],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.916,2.98,24.0,56413,00,-66,10203
2,11-04  01:11:45,EFM2[KUMHO110087A90C9E246B000100E400FCB04FAF996A00C5],87A90C9E,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,24.0,44953,00,-59,10299
1,11-04  01:11:47,EFM1[KUMHO110087A90CCF246B000100E100FAAA4E51F26A00B5],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.92,23.0,20978,00,-75,0
2,11-04  01:11:47,EFM2[KUMHO110087A90CCF246B000100E100FAAA4E51F26A00B6],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.92,23.0,20978,00,-74,10131
2,11-04  01:11:48,EFM2[KUMHO110087A91B39246B0002010D00FAAF515FA96A00C0],87A91B39,24,1.0.7,1.0.6,-2.0,58.00,2.917,2.97,26.0,24489,00,-64,0
1,11-04  01:11:48,EFM1[KUMHO110087A91B39246B0002010D00FAAF515FA96A00BC],87A91B39,24,1.0.7,1.0.6,-2.0,58.00,2.917,2.97,26.0,24489,00,-68,10163
2,11-04  01:11:50,EFM2[KUMHO110087A90C87246B000100E400FDB051E2B96A00BC],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.916,2.98,26.0,58041,00,-68,10113
2,11-04  01:11:50,EFM2[KUMHO110087A91CB2246B0002011B00FEB04EC6706A00C1],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.249,2.98,23.0,50800,00,-63,10201
2,11-04  01:11:51,EFM2[KUMHO110087A90C83246B000100E000FAB151B8746A00C0],87A90C83,24,1.0.7,1.0.6,-2.4,13.00,2.917,2.99,26.0,47220,00,-64,10398
1,11-04  01:11:51,EFM1[KUMHO110087A90D9A246B0001010B00FAB151C9FE6A00C4],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.99,26.0,51710,00,-60,10103
2,11-04  01:11:51,EFM2[KUMHO110087A90D9A246B0001010B00FAB151C9FE6A00C4],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.99,26.0,51710,00,-60,1
2,11-04  01:11:52,EFM2[KUMHO110087A90C9C246B000200E400FAB04FF40B6A00BE],87A90C9C,24,1.0.7,1.0.6,-2.0,17.00,2.917,2.98,24.0,62475,00,-66,10092
2,11-04  01:11:52,EFM2[KUMHO110087A90D98246B0001010D00FD9E50C5336A00BE],87A90D98,24,1.0.7,1.0.6,-2.4,58.00,3.916,2.8,25.0,50483,00,-66,10091
1,11-04  01:11:52,EFM1[KUMHO110087A91C14246B000100E400FCB050C9D86A00C5],87A91C14,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,25.0,51672,00,-59,10097
1,11-04  01:11:52,EFM1[KUMHO110087A90C9C246B000200E400FAB04FF40B6A00C5],87A90C9C,24,1.0.7,1.0.6,-2.0,17.00,2.917,2.98,24.0,62475,00,-59,1
2,11-04  01:11:52,EFM2[KUMHO110087A91C14246B000100E400FCB050C9D86A00C5],87A91C14,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,25.0,51672,00,-59,1
2,11-04  01:11:53,EFM2[KUMHO110087A92031246B000100E100FAAF511A166A00B9],87A92031,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.97,26.0,6678,00,-71,10254
1,11-04  01:11:54,EFM1[KUMHO110087A91543246B000100E900FBB15165A46A00C4],87A91543,24,1.0.7,1.0.6,-2.4,22.00,3.250,2.99,26.0,26020,00,-60,10114
1,11-04  01:11:54,EFM1[KUMHO110087A90C04246B000100E800FDB04FDC5E6A00BE],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.916,2.98,24.0,56414,00,-66,10105
2,11-04  01:11:54,EFM2[KUMHO110087A91543246B000100E900FBB15165A46A00C3],87A91543,24,1.0.7,1.0.6,-2.4,22.00,3.250,2.99,26.0,26020,00,-61,0
2,11-04  01:11:54,EFM2[KUMHO110087A90C04246B000100E800FDB04FDC5E6A00BE],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.916,2.98,24.0,56414,00,-66,1
2,11-04  01:11:56,EFM2[KUMHO110087A90C9E246B000100E400FCB04FAF9A6A00C5],87A90C9E,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,24.0,44954,00,-59,10299
1,11-04  01:11:56,EFM1[KUMHO110087A90C9E246B000100E400FCB04FAF9A6A00C8],87A90C9E,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,24.0,44954,00,-56,1
2,11-04  01:11:57,EFM2[KUMHO110005A104052442000100B200CCAA4481456A01A9],05A10405,24,-,1.0.6,-2.4,-33.00,-12.401,2.92,13.0,33093,01,-87,52345
2,11-04  01:11:57,EFM2[KUMHO110087A90CCF246B000100E100FAAA4D51F36A00B7],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.92,22.0,20979,00,-73,10067
1,11-04  01:11:59,EFM1[KUMHO110087A91B39246B0002010E00FAAF515FAA6A00BC],87A91B39,24,1.0.7,1.0.6,-2.0,59.00,2.917,2.97,26.0,24490,00,-68,10161
2,11-04  01:11:59,EFM2[KUMHO110087A91B39246B0002010E00FAAF515FAA6A00C0],87A91B39,24,1.0.7,1.0.6,-2.0,59.00,2.917,2.97,26.0,24490,00,-64,0
1,11-04  01:12:00,EFM1[KUMHO110087A91CB2246B0002011C00FFB04EC6716A00C1],87A91CB2,24,1.0.7,1.0.6,-2.0,73.00,4.582,2.98,23.0,50801,00,-63,0
2,11-04  01:12:00,EFM2[KUMHO110087A91CB2246B0002011C00FFB04EC6716A00C0],87A91CB2,24,1.0.7,1.0.6,-2.0,73.00,4.582,2.98,23.0,50801,00,-64,10231
2,11-04  01:12:01,EFM2[KUMHO110087A90C87246B000100E400FCB051E2BA6A00BD],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,26.0,58042,00,-67,0
2,11-04  01:12:01,EFM2[KUMHO110087A90D9A246B0001010B00FAB151C9FF6A00C4],87A90D9A,24,1.0.7,1.0.6,-2.4,56.00,2.917,2.99,26.0,51711,00,-60,9915
1,11-04  01:12:01,EFM1[KUMHO110087A90C87246B000100E400FCB051E2BA6A00BE],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,26.0,58042,00,-66,10105
2,11-04  01:12:01,EFM2[KUMHO110087A90C83246B000100E000FBB151B8756A00C1],87A90C83,24,1.0.7,1.0.6,-2.4,13.00,3.250,2.99,26.0,47221,00,-63,10082
1,11-04  01:12:02,EFM1[KUMHO110087A90C9C246B000200E400FAB04FF40C6A00C5],87A90C9C,24,1.0.7,1.0.6,-2.0,17.00,2.917,2.98,24.0,62476,00,-59,0
2,11-04  01:12:02,EFM2[KUMHO110087A91C14246B000100E500FBB050C9D96A00C5],87A91C14,24,1.0.7,1.0.6,-2.4,18.00,3.250,2.98,25.0,51673,00,-59,10037
2,11-04  01:12:02,EFM2[KUMHO110087A90C9C246B000200E400FAB04FF40C6A00BE],87A90C9C,24,1.0.7,1.0.6,-2.0,17.00,2.917,2.98,24.0,62476,00,-66,9825
2,11-04  01:12:02,EFM2[KUMHO110087A90D98246B0001010E00FC9E51C5346A00BE],87A90D98,24,1.0.7,1.0.6,-2.4,59.00,3.583,2.8,26.0,50484,00,-66,16
1,11-04  01:12:02,EFM1[KUMHO110087A91C14246B000100E500FBB050C9D96A00C5],87A91C14,24,1.0.7,1.0.6,-2.4,18.00,3.250,2.98,25.0,51673,00,-59,1
1,11-04  01:12:02,EFM1[KUMHO110087A90D98246B0001010E00FC9E51C5346A00C4],87A90D98,24,1.0.7,1.0.6,-2.4,59.00,3.583,2.8,26.0,50484,00,-60,10065
2,11-04  01:12:04,EFM2[KUMHO110087A91543246B000100E900FAB15165A56A00C3],87A91543,24,1.0.7,1.0.6,-2.4,22.00,2.917,2.99,26.0,26021,00,-61,10357
1,11-04  01:12:04,EFM1[KUMHO110087A92031246B000100E100FAAF511A176A00BD],87A92031,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.97,26.0,6679,00,-67,1
2,11-04  01:12:04,EFM2[KUMHO110087A92031246B000100E100FAAF511A176A00BA],87A92031,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.97,26.0,6679,00,-70,10254
1,11-04  01:12:04,EFM1[KUMHO110087A90C04246B000100E800FDB04FDC5F6A00BE],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.916,2.98,24.0,56415,00,-66,0
1,11-04  01:12:04,EFM1[KUMHO110087A91543246B000100E900FAB15165A56A00C4],87A91543,24,1.0.7,1.0.6,-2.4,22.00,2.917,2.99,26.0,26021,00,-60,0
2,11-04  01:12:04,EFM2[KUMHO110087A90C04246B000100E800FDB04FDC5F6A00BE],87A90C04,24,1.0.7,1.0.6,-2.4,21.00,3.916,2.98,24.0,56415,00,-66,10156
2,11-04  01:12:06,EFM2[KUMHO110087A90C9E246B000100E400FBB04FAF9B6A00C6],87A90C9E,24,1.0.7,1.0.6,-2.4,17.00,3.250,2.98,24.0,44955,00,-58,10302
1,11-04  01:12:06,EFM1[KUMHO110087A90C9E246B000100E400FBB04FAF9B6A00C9],87A90C9E,24,1.0.7,1.0.6,-2.4,17.00,3.250,2.98,24.0,44955,00,-55,0
2,11-04  01:12:07,EFM2[KUMHO110087A90CCF246B000100E100FAAA4E51F46A00B5],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.92,23.0,20980,00,-75,0
1,11-04  01:12:07,EFM1[KUMHO110087A90CCF246B000100E100FAAA4E51F46A00B5],87A90CCF,24,1.0.7,1.0.6,-2.4,14.00,2.917,2.92,23.0,20980,00,-75,10099
1,11-04  01:12:09,EFM1[KUMHO110087A91B39246B0002010E00FAAF515FAB6A00BB],87A91B39,24,1.0.7,1.0.6,-2.0,59.00,2.917,2.97,26.0,24491,00,-69,10162
2,11-04  01:12:09,EFM2[KUMHO110087A91B39246B0002010E00FAAF515FAB6A00C0],87A91B39,24,1.0.7,1.0.6,-2.0,59.00,2.917,2.97,26.0,24491,00,-64,0
1,11-04  01:12:10,EFM1[KUMHO110087A91CB2246B0002011B00FEB04EC6726A00C1],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.249,2.98,23.0,50802,00,-63,1
2,11-04  01:12:10,EFM2[KUMHO110087A91CB2246B0002011B00FEB04EC6726A00C1],87A91CB2,24,1.0.7,1.0.6,-2.0,72.00,4.249,2.98,23.0,50802,00,-63,10218
2,11-04  01:12:11,EFM2[KUMHO110087A90C87246B000100E400FCB051E2BB6A00BE],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,26.0,58043,00,-66,1
1,11-04  01:12:11,EFM1[KUMHO110087A90C87246B000100E400FCB051E2BB6A00BF],87A90C87,24,1.0.7,1.0.6,-2.4,17.00,3.583,2.98,26.0,58043,00,-65,10254
