,Time,Data,tire id,lib ver,sensor ver,receiver ver,pressure,z-axis,x-axis,volt (V),temp (°C),frame id,crc,rssi,period(ms)
1,10-30 10:51:58:169,"[KUMHO110087A90C04246B000100F700FCAF5232F46A00AA]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.211,2.97,27.0,13044,00,-86,0
2,10-30 10:51:58:728,"[KUMHO110087A90C9C246B000100E500FCB05249776A00A6]
",87A90C9C,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.98,27.0,18807,00,-90,0
3,10-30 10:51:59:239,"[KUMHO110087A90C83246B000100E000FBAF5210B66A00A6]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.97,27.0,4278,00,-90,0
4,10-30 10:52:00:022,"[KUMHO110087A92031246B000100E100FBAF5272906A00A6]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,27.0,29328,00,-90,0
5,10-30 10:52:00:166,"[KUMHO110087A90C87246B000200E400FDB05338EA6A00A6]
",87A90C87,24,1.0.7,1.0.6,0.1,-3.214,-0.172,2.98,28.0,14570,00,-90,0
6,10-30 10:52:00:837,"[KUMHO110087A90D98246B0001010E00FD9F521B976A00A5]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.172,2.81,27.0,7063,00,-91,0
7,10-30 10:52:01:315,"[KUMHO110087A91543246B000100E900FCB052BFA26A00A5]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.211,2.98,27.0,49058,00,-91,0
8,10-30 10:52:01:380,"[KUMHO110087A90C9E246B000200E400FCB05208886A00A3]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,27.0,2184,00,-93,0
9,10-30 10:52:03:489,"[KUMHO110087A91C14246B000100E500FBAF511F2C6A00AB]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.25,2.97,26.0,7980,00,-85,0
10,10-30 10:52:03:920,"[KUMHO110087A90D9A246B0001010B00FBB0521EDD6A00A8]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,27.0,7901,00,-88,0
11,10-30 10:52:04:879,"[KUMHO110087A90CCF246B000100E100FBAB50A7956A00B0]
",87A90CCF,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.93,25.0,42901,00,-80,0
12,10-30 10:52:05:517,"[KUMHO110087A91B39246B0002010D00FBAF52B68D6A00A9]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,27.0,46733,00,-87,0
13,10-30 10:52:05:917,"[KUMHO110087A91CB2246B0002011C0101B04E1E176A00A5]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.016,2.98,23.0,7703,00,-91,0
14,10-30 10:52:08:297,"[KUMHO110087A90C04246B000100F700FDB05232F56A00AA]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.172,2.98,27.0,13045,00,-86,10128
15,10-30 10:52:08:792,"[KUMHO110087A90C9C246B000200E400FBB05249786A00A7]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.214,-0.25,2.98,27.0,18808,00,-89,10064
16,10-30 10:52:09:479,"[KUMHO110087A90C83246B000100E000FBAF5210B76A00A8]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.97,27.0,4279,00,-88,10240
17,10-30 10:52:10:262,"[KUMHO110087A92031246B000100E100FAAF5250916A01A5]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.289,2.97,27.0,20625,01,-91,10240
18,10-30 10:52:10:965,"[KUMHO110087A90D98246B0001010E00FD9F521B986A00A6]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.172,2.81,27.0,7064,00,-90,10128
19,10-30 10:52:11:653,"[KUMHO110087A91543246B000100690099305011216A01A5]
",87A91543,24,1.0.7,1.0.6,0.0,-17.728,-4.072,1.7,25.0,4385,01,-91,10337
20,10-30 10:52:13:553,"[KUMHO110087A91C14246B000100E400FCAF511F2D6A00AC]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.97,26.0,7981,00,-84,10064
21,10-30 10:52:13:937,"[KUMHO110087A90D9A246B0001010B00FBB0521EDE6A00A1]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,27.0,7902,00,-95,10017
22,10-30 10:52:14:960,"[KUMHO110087A90CCF246B000200E100FCAB50A7966A00B0]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.211,2.93,25.0,42902,00,-80,10081
23,10-30 10:52:15:674,"[KUMHO110087A91B39246B0002010E00FBAF52B68E6A00A9]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,27.0,46734,00,-87,10156
24,10-30 10:52:16:142,"[KUMHO110087A91CB2246B0002011B0101B04F1E186A00A5]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.016,2.98,24.0,7704,00,-91,10224
25,10-30 10:52:18:426,"[KUMHO110087A90C04246B000100F800FDB05232F66A00A9]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.854,-0.172,2.98,27.0,13046,00,-87,10128
26,10-30 10:52:18:857,"[KUMHO110087A90C9C246B000200E500FBB05249796A00A7]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,27.0,18809,00,-89,10064
27,10-30 10:52:19:705,"[KUMHO110087A90C83246B000100E000FBAF5210B86A00A9]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.97,27.0,4280,00,-87,10225
28,10-30 10:52:20:449,"[KUMHO110087A90C87246B000100E500FCB05338EC6A00A6]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.98,28.0,14572,00,-90,20282
29,10-30 10:52:20:503,"[KUMHO110087A92031246B000100E100FBAF5272926A00A7]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,27.0,29330,00,-89,10240
30,10-30 10:52:21:078,"[KUMHO110087A90D98246B0001010D00FC9F521B996A00A6]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.211,2.81,27.0,7065,00,-90,10112
31,10-30 10:52:21:941,"[KUMHO110087A90C9E246B000200E300FCB052088A6A00A2]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,27.0,2186,00,-94,20561
32,10-30 10:52:21:989,"[KUMHO110087A91543246B000100E900FBAF52BFA46A00A3]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.97,27.0,49060,00,-93,10336
33,10-30 10:52:23:619,"[KUMHO110087A91C14246B000100E400FCAF511F2E6A00A9]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.97,26.0,7982,00,-87,10065
34,10-30 10:52:23:969,"[KUMHO110087A90D9A246B0001010B00FBB0521EDF6A00A6]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,27.0,7903,00,-90,10032
35,10-30 10:52:25:056,"[KUMHO110087A90CCF246B000200E000FBAB50A7976A00B0]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,25.0,42903,00,-80,10095
36,10-30 10:52:25:807,"[KUMHO110087A91B39246B0002010E00FBAF52B68F6A00A9]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,27.0,46735,00,-87,10133
37,10-30 10:52:26:350,"[KUMHO110087A91CB2246B0002011B0100B04F1E196A00A8]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,24.0,7705,00,-88,10208
38,10-30 10:52:28:555,"[KUMHO110087A90C04246B000100F700FDAF5232F76A00A9]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.172,2.97,27.0,13047,00,-87,10129
39,10-30 10:52:28:923,"[KUMHO110087A90C9C246B000100E500FBB052497A6A00A6]
",87A90C9C,24,1.0.7,1.0.6,0.0,-3.096,-0.25,2.98,27.0,18810,00,-90,10065
40,10-30 10:52:29:929,"[KUMHO110087A90C83246B000100DF00FBAF5210B96A00A9]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.804,-0.25,2.97,27.0,4281,00,-87,10224
41,10-30 10:52:30:488,"[KUMHO110087A90C87246B000100E400FCB05338ED6A00A3]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,14573,00,-93,10039
42,10-30 10:52:30:728,"[KUMHO110087A92031246B000100E200FBAF5272936A00A6]
",87A92031,24,1.0.7,1.0.6,0.0,-3.45,-0.25,2.97,27.0,29331,00,-90,10225
43,10-30 10:52:31:223,"[KUMHO110087A90D98246B0001010E00FD9F521B9A6A00A5]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.172,2.81,27.0,7066,00,-91,10145
44,10-30 10:52:32:214,"[KUMHO110087A90C9E246B000200E300FCB052088B6A00A3]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,27.0,2187,00,-93,10272
45,10-30 10:52:32:326,"[KUMHO110087A91543246B000100E900FBB052BFA56A00A5]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.98,27.0,49061,00,-91,10337
46,10-30 10:52:33:684,"[KUMHO110087A91C14246B000100E500FCAF511F2F6A00A9]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.97,26.0,7983,00,-87,10065
47,10-30 10:52:33:987,"[KUMHO110087A90D9A246B0001010B00FBB0521EE06A00A6]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,27.0,7904,00,-90,10017
48,10-30 10:52:35:138,"[KUMHO110087A90CCF246B000200E000FBAB50A7986A00B1]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,25.0,42904,00,-79,10081
49,10-30 10:52:35:952,"[KUMHO110087A91B39246B0002010D00FCAF52B6906A00A9]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.211,2.97,27.0,46736,00,-87,10145
50,10-30 10:52:36:575,"[KUMHO110087A91CB2246B0002011C0101B04F1E1A6A00A7]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.016,2.98,24.0,7706,00,-89,10224
51,10-30 10:52:38:684,"[KUMHO110087A90C04246B000100F800FDAF5232F86A00A9]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.854,-0.172,2.97,27.0,13048,00,-87,10129
52,10-30 10:52:38:988,"[KUMHO110087A90C9C246B000200E500FBB052497B6A00A6]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,27.0,18811,00,-90,10065
53,10-30 10:52:40:170,"[KUMHO110087A90C83246B000100E000FBAF5210BA6A00A9]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.97,27.0,4282,00,-87,10240
54,10-30 10:52:40:586,"[KUMHO110087A90C87246B000100E400FDB05338EE6A00A5]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.172,2.98,28.0,14574,00,-91,10097
55,10-30 10:52:40:969,"[KUMHO110087A92031246B000100E200FAAF5272946A00A6]
",87A92031,24,1.0.7,1.0.6,0.0,-3.45,-0.289,2.97,27.0,29332,00,-90,10241
56,10-30 10:52:41:321,"[KUMHO110087A90D98246B0001010E00FD9F521B9B6A00A6]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.172,2.81,27.0,7067,00,-90,10097
57,10-30 10:52:42:487,"[KUMHO110087A90C9E246B000200E400FCB052088C6A00A2]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,27.0,2188,00,-94,10272
58,10-30 10:55:22:245,"[KUMHO110087A90C87246B000200E400FDB05338FE6A00A4]
",87A90C87,24,1.0.7,1.0.6,0.1,-3.214,-0.172,2.98,28.0,14590,00,-92,161659
59,10-30 10:55:23:188,"[KUMHO110087A90D98246B0001010D00FD9F521BAB6A009D]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,7083,00,-99,161867
60,10-30 10:55:23:826,"[KUMHO110087A90C83246B000100E000FBAF5210CA6A00AC]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.97,27.0,4298,00,-84,163656
61,10-30 10:55:24:370,"[KUMHO110087A90D9A246B0001010A00FBB0521EF16A00AC]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.27,-0.25,2.98,27.0,7921,00,-84,170382
62,10-30 10:55:24:721,"[KUMHO110087A91C14246B000100E500FCAF511F406A00AE]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.97,26.0,8000,00,-82,171037
63,10-30 10:55:24:801,"[KUMHO110087A92031246B000100E100FBAF5272A46A00A9]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,27.0,29348,00,-87,163831
64,10-30 10:55:26:606,"[KUMHO110087A90CCF246B000200E000FCAB50A7A96A00AF]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.211,2.93,25.0,42921,00,-81,171468
65,10-30 10:55:26:942,"[KUMHO110087A90C9E246B000200E300FDB052089C6A00A4]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.172,2.98,27.0,2204,00,-92,164455
66,10-30 10:55:28:108,"[KUMHO110087A91543246B000100E900FBAF52BFB66A00A8]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.97,27.0,49078,00,-88,175781
67,10-30 10:55:28:380,"[KUMHO110087A91B39246B0002010D00FCAF52B6A16A00AC]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.211,2.97,27.0,46753,00,-84,172427
68,10-30 10:55:30:089,"[KUMHO110087A90C9C246B000200E500FCB052498C6A00AB]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,27.0,18828,00,-85,171100
69,10-30 10:55:30:920,"[KUMHO110087A90C04246B000100F700FDB05233096A00AB]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.172,2.98,27.0,13065,00,-85,172235
70,10-30 10:55:32:358,"[KUMHO110087A90C87246B000100E400FDB05338FF6A00A8]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.172,2.98,28.0,14591,00,-88,10113
71,10-30 10:55:33:317,"[KUMHO110087A90D98246B0001010D00FD9F521BAC6A009C]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,7084,00,-100,10129
72,10-30 10:55:34:067,"[KUMHO110087A90C83246B000100DF00FBAF5210CB6A00AD]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.804,-0.25,2.97,27.0,4299,00,-83,10241
73,10-30 10:55:34:387,"[KUMHO110087A90D9A246B0001010B00FAB0521EF26A00AC]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.289,2.98,27.0,7922,00,-84,10017
74,10-30 10:55:34:770,"[KUMHO110087A91C14246B000100E400FCAF511F416A00AC]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.97,26.0,8001,00,-84,10049
75,10-30 10:55:35:043,"[KUMHO110087A92031246B000100E100FBAF5272A56A00A3]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,27.0,29349,00,-93,10241
76,10-30 10:55:36:688,"[KUMHO110087A90CCF246B000100E100FAAB50A7AA6A00AE]
",87A90CCF,24,1.0.7,1.0.6,0.0,-3.568,-0.289,2.93,25.0,42922,00,-82,10081
77,10-30 10:55:37:231,"[KUMHO110087A90C9E246B000200E400FCB052089D6A00A7]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,27.0,2205,00,-89,10288
78,10-30 10:55:38:445,"[KUMHO110087A91543246B000100E900FCB052BFB76A00A9]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.211,2.98,27.0,49079,00,-87,10337
79,10-30 10:55:38:525,"[KUMHO110087A91B39246B0002010E00FCAF52B6A26A00AB]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.211,2.97,27.0,46754,00,-85,10144
80,10-30 10:55:40:154,"[KUMHO110087A90C9C246B000200E500FBB052498D6A00AC]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,27.0,18829,00,-84,10065
81,10-30 10:55:40:474,"[KUMHO110087A91CB2246B0002011B0100B04F1E2C6A00A1]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,24.0,7724,00,-95,183899
82,10-30 10:55:41:049,"[KUMHO110087A90C04246B000100F700FDAF52330A6A00A9]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.172,2.97,27.0,13066,00,-87,10128
83,10-30 10:55:42:455,"[KUMHO110087A90C87246B000200E400FCB05339006A00A9]
",87A90C87,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28.0,14592,00,-87,10097
84,10-30 10:55:43:429,"[KUMHO110087A90D98246B0001010E00FD9F521BAD6A00A1]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.172,2.81,27.0,7085,00,-95,10112
85,10-30 10:55:44:292,"[KUMHO110087A90C83246B000100E000FBAF5210CC6A00AF]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.97,27.0,4300,00,-81,10224
86,10-30 10:55:44:404,"[KUMHO110087A90D9A246B0001010B00FBB0521EF36A00AC]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,27.0,7923,00,-84,10016
87,10-30 10:55:44:836,"[KUMHO110087A91C14246B000200E400FCAF511F426A00AF]
",87A91C14,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.97,26.0,8002,00,-81,10065
88,10-30 10:55:45:283,"[KUMHO110087A92031246B000100E100FBAF5272A66A00A9]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,27.0,29350,00,-87,10240
89,10-30 10:55:46:769,"[KUMHO110087A90CCF246B000200E100FAAB50A7AB6A00AC]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.289,2.93,25.0,42923,00,-84,10081
90,10-30 10:55:47:504,"[KUMHO110087A90C9E246B000200E300FCB052089E6A00A7]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,27.0,2206,00,-89,10273
91,10-30 10:55:48:670,"[KUMHO110087A91B39246B0002010D00FBAF53B6A36A00AB]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,46755,00,-85,10144
92,10-30 10:55:48:782,"[KUMHO110087A91543246B000100E900FCB052BFB86A00AB]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.211,2.98,27.0,49080,00,-85,10336
93,10-30 10:55:50:220,"[KUMHO110087A90C9C246B000200E500FCB052498E6A00A9]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,27.0,18830,00,-87,10065
94,10-30 10:55:50:699,"[KUMHO110087A91CB2246B0002011C0100B04E1E2D6A009E]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,23.0,7725,00,-98,10224
95,10-30 10:55:51:178,"[KUMHO110087A90C04246B000100F700FDAF52330B6A00A9]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.172,2.97,27.0,13067,00,-87,10129
96,10-30 10:55:52:568,"[KUMHO110087A90C87246B000100E400FCB05339016A00A9]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,14593,00,-87,10113
97,10-30 10:55:53:543,"[KUMHO110087A90D98246B0001010E00FD9F521BAE6A00A5]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.172,2.81,27.0,7086,00,-91,10113
98,10-30 10:55:54:437,"[KUMHO110087A90D9A246B0001010B00FBB0521EF46A00AD]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,27.0,7924,00,-83,10033
99,10-30 10:55:54:517,"[KUMHO110087A90C83246B000100E000FBAF5210CD6A00AF]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.97,27.0,4301,00,-81,10225
100,10-30 10:55:54:900,"[KUMHO110087A91C14246B000100E500FCAF511F436A00AE]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.97,26.0,8003,00,-82,10064
101,10-30 10:55:55:508,"[KUMHO110087A92031246B000100E100FBAF5272A76A00A9]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,27.0,29351,00,-87,10224
102,10-30 10:55:56:866,"[KUMHO110087A90CCF246B000200E000FBAB50A7AC6A00A9]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,25.0,42924,00,-87,10097
103,10-30 10:55:57:777,"[KUMHO110087A90C9E246B000200E400FCB052089F6A00A3]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,27.0,2207,00,-93,10272
104,10-30 10:55:58:815,"[KUMHO110087A91B39246B0002010D00FBAF53B6A46A00AB]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,46756,00,-85,10145
105,10-30 10:55:59:118,"[KUMHO110087A91543246B000100E900FBB052BFB96A00A9]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.98,27.0,49081,00,-87,10336
106,10-30 10:56:00:284,"[KUMHO110087A90C9C246B000200E500FCB053498F6A00A9]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,28.0,18831,00,-87,10064
107,10-30 10:56:00:908,"[KUMHO110087A91CB2246B0002011B0101B04F1E2E6A00A1]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.016,2.98,24.0,7726,00,-95,10209
108,10-30 10:56:01:307,"[KUMHO110087A90C04246B000100F700FDAF52330C6A00A8]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.172,2.97,27.0,13068,00,-88,10128
109,10-30 10:56:02:666,"[KUMHO110087A90C87246B000100E400FCB05339026A00A9]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,14594,00,-87,10097
110,10-30 10:56:03:656,"[KUMHO110087A90D98246B0001010E00FD9F521BAF6A00A5]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.172,2.81,27.0,7087,00,-91,10112
111,10-30 10:56:04:455,"[KUMHO110087A90D9A246B0001010B00FCB0521EF56A00AC]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.211,2.98,27.0,7925,00,-84,10017
112,10-30 10:56:04:758,"[KUMHO110087A90C83246B000100E000FBAF5210CE6A00AF]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.97,27.0,4302,00,-81,10240
113,10-30 10:56:04:950,"[KUMHO110087A91C14246B000100E500FCAF511F446A00AF]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.97,26.0,8004,00,-81,10049
114,10-30 10:56:05:749,"[KUMHO110087A92031246B000100E100FBAF5272A86A00AA]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,27.0,29352,00,-86,10241
115,10-30 10:56:06:947,"[KUMHO110087A90CCF246B000200E000FBAB50A7AD6A00AC]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,25.0,42925,00,-84,10081
116,10-30 10:56:08:065,"[KUMHO110087A90C9E246B000200E300FCB05208A06A00A0]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,27.0,2208,00,-96,10288
117,10-30 10:56:08:959,"[KUMHO110087A91B39246B0002010D00FBAF53B6A56A00AC]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,46757,00,-84,10144
118,10-30 10:56:09:456,"[KUMHO110087A91543246B000100E800FBB052BFBA6A00AB]
",87A91543,24,1.0.7,1.0.6,0.0,-2.742,-0.25,2.98,27.0,49082,00,-85,10337
119,10-30 10:56:10:334,"[KUMHO110087A90C9C246B000200E500FBB05249906A00A8]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,27.0,18832,00,-88,10050
120,10-30 10:56:11:133,"[KUMHO110087A91CB2246B0002011C0100B04F1E2F6A009B]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24.0,7727,00,-101,10224
121,10-30 10:56:11:436,"[KUMHO110087A90C04246B000100F800FDAF52330D6A00A9]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.854,-0.172,2.97,27.0,13069,00,-87,10128
122,10-30 10:56:12:778,"[KUMHO110087A90C87246B000100E400FBB05339036A00A9]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.25,2.98,28.0,14595,00,-87,10112
123,10-30 10:56:13:785,"[KUMHO110087A90D98246B0001010D00FE9F521BB06A00A3]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.133,2.81,27.0,7088,00,-93,10128
124,10-30 10:56:14:472,"[KUMHO110087A90D9A246B0001010B00FBB0521EF66A00AB]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,27.0,7926,00,-85,10016
125,10-30 10:56:14:983,"[KUMHO110087A90C83246B000100E000FAAF5210CF6A00AB]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.289,2.97,27.0,4303,00,-85,10225
126,10-30 10:56:15:015,"[KUMHO110087A91C14246B000100E400FCAF521F456A00A8]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.97,27.0,8005,00,-88,10065
127,10-30 10:56:15:989,"[KUMHO110087A92031246B000100E100FBAF5272A96A00A9]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,27.0,29353,00,-87,10240
128,10-30 10:56:17:044,"[KUMHO110087A90CCF246B000200E000FBAB50A7AE6A00A9]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,25.0,42926,00,-87,10096
129,10-30 10:56:18:338,"[KUMHO110087A90C9E246B000200E300FCB05208A16A009E]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,27.0,2209,00,-98,10273
130,10-30 10:56:19:104,"[KUMHO110087A91B39246B0002010D00FBAF53B6A66A00AB]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,46758,00,-85,10145
131,10-30 10:56:19:792,"[KUMHO110087A91543246B000100E900FBB052BFBB6A00AD]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.98,27.0,49083,00,-83,10336
132,10-30 10:56:20:399,"[KUMHO110087A90C9C246B000200E400FBB05249916A00A3]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.214,-0.25,2.98,27.0,18833,00,-93,10064
133,10-30 10:56:21:342,"[KUMHO110087A91CB2246B0002011B0100B04F1E306A00A0]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,24.0,7728,00,-96,10208
134,10-30 10:56:21:565,"[KUMHO110087A90C04246B000100F700FDB052330E6A00A9]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.172,2.98,27.0,13070,00,-87,10129
135,10-30 10:56:22:875,"[KUMHO110087A90C87246B000100E400FCB05339046A00A9]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,14596,00,-87,10097
136,10-30 10:56:23:898,"[KUMHO110087A90D98246B0001010D00FD9F521BB16A00A6]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,7089,00,-90,10113
137,10-30 10:56:24:489,"[KUMHO110087A90D9A246B0001010B00FCB0521EF76A00AD]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.211,2.98,27.0,7927,00,-83,10016
