,Time,Data,tire id,lib ver,sensor ver,receiver ver,pressure,z-axis,x-axis,volt (V),temp (°C),frame id,crc,rssi,period(ms)
2548,10-30 16:44:17:195,"[KUMHO110087A90C04246B000100F700FEB0533B1D6A00AB]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.133,2.98,28.0,15133,00,-85,10113
2549,10-30 16:44:17:530,"[KUMHO110087A91C14246B000100E500FCAF5227636A00B8]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.97,27.0,10083,00,-72,10065
2550,10-30 16:44:18:105,"[KUMHO110087A91B39246B0002010E00FBAF53BEB26A00A8]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28.0,48818,00,-88,10144
2551,10-30 16:44:19:495,"[KUMHO110087A90CCF246B000100E70104AB51AFC66A00AB]
",87A90CCF,24,1.0.7,1.0.6,0.0,-2.86,0.101,2.93,26.0,44998,00,-85,10080
2552,10-30 16:44:19:719,"[KUMHO110087A90C9C246B000200E400FBB05351AE6A00AF]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.214,-0.25,2.98,28.0,20910,00,-81,10065
2553,10-30 16:44:20:790,"[KUMHO110087A92031246B000100E100FAAF537AA36A00A0]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.289,2.97,28.0,31395,00,-96,10225
2554,10-30 16:44:22:260,"[KUMHO110087A90C87246B000100E400FCB05341186A00A9]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,16664,00,-87,10097
2555,10-30 16:44:22:435,"[KUMHO110087A90C83246B000100E000FBB05318CB6A00B8]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.98,28.0,6347,00,-72,10225
2556,10-30 16:44:23:698,"[KUMHO110087A90D98246B0001010E00FC9F5223C36A00A5]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.211,2.81,27.0,9155,00,-91,10114
2557,10-30 16:44:25:327,"[KUMHO110087A91CB2246B0002011B00FFB050262D6A00A4]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.094,2.98,25.0,9773,00,-92,10225
2558,10-30 16:44:25:615,"[KUMHO110087A90D9A246B0001010B00FBB053271D6A00AD]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,28.0,10013,00,-83,10017
2559,10-30 16:44:26:478,"[KUMHO110087A90C9E246B000200E300FCB15310936A00AB]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.99,28.0,4243,00,-85,10273
2560,10-30 16:44:27:133,"[KUMHO110087A91543246B000100E900FBB053C7A06A00B8]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.98,28.0,51104,00,-72,10353
2561,10-30 16:44:27:325,"[KUMHO110087A90C04246B000100F700FEB0533B1E6A00AA]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.133,2.98,28.0,15134,00,-86,10129
2562,10-30 16:44:27:580,"[KUMHO110087A91C14246B000100E500FCAF5227646A00BB]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.97,27.0,10084,00,-69,10049
2563,10-30 16:44:28:236,"[KUMHO110087A91B39246B0002010D00FCAF53BEB36A00AD]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.211,2.97,28.0,48819,00,-83,10130
2564,10-30 16:44:29:561,"[KUMHO110087A90CCF246B000100E70104AB51AFC76A00A9]
",87A90CCF,24,1.0.7,1.0.6,0.0,-2.86,0.101,2.93,26.0,44999,00,-87,10066
2565,10-30 16:44:29:769,"[KUMHO110087A90C9C246B000200E500FAB05351AF6A00AE]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.289,2.98,28.0,20911,00,-82,10049
2566,10-30 16:44:31:031,"[KUMHO110087A92031246B000100E100FBAF537AA46A00A3]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,28.0,31396,00,-93,10241
2567,10-30 16:44:32:373,"[KUMHO110087A90C87246B000100E400FCB05341196A00A9]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,16665,00,-87,10113
2568,10-30 16:44:32:660,"[KUMHO110087A90C83246B000100E000FAB05318CC6A00B9]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.289,2.98,28.0,6348,00,-71,10225
2569,10-30 16:44:33:811,"[KUMHO110087A90D98246B0001010D00FD9F5223C46A00A6]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,9156,00,-90,10112
2570,10-30 16:44:35:537,"[KUMHO110087A91CB2246B0002011C0100B050262E6A00A9]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,25.0,9774,00,-87,10209
2571,10-30 16:44:35:632,"[KUMHO110087A90D9A246B0001010B00FCB053271E6A00AD]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.211,2.98,28.0,10014,00,-83,10016
2572,10-30 16:44:36:751,"[KUMHO110087A90C9E246B000200E300FCB15310946A00AB]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.99,28.0,4244,00,-85,10273
2573,10-30 16:44:37:454,"[KUMHO110087A90C1555554040404044A1EA4550C96A01AB]
",87A90C15,55,-,2.0.1,1641.2,1910.746,675.152,3.56,14.0,27137,01,-85,0
2574,10-30 16:44:37:630,"[KUMHO110087A91C14246B000100E500FCAF5227656A00BB]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.97,27.0,10085,00,-69,10049
2575,10-30 16:44:38:381,"[KUMHO110087A91B39246B0002010D00FBAF53BEB46A00AC]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,48820,00,-84,10144
2576,10-30 16:44:39:642,"[KUMHO110087A90CCF246B000100E70104AB51AFC86A00A7]
",87A90CCF,24,1.0.7,1.0.6,0.0,-2.86,0.101,2.93,26.0,45000,00,-89,10081
2577,10-30 16:44:39:834,"[KUMHO110087A90C9C246B000100E400FAB05351B06A00AE]
",87A90C9C,24,1.0.7,1.0.6,0.0,-3.214,-0.289,2.98,28.0,20912,00,-82,10065
2578,10-30 16:44:41:256,"[KUMHO110087A92031246B000200E100FAAF537AA56A00A0]
",87A92031,24,1.0.7,1.0.6,0.1,-3.568,-0.289,2.97,28.0,31397,00,-96,10225
2579,10-30 16:44:42:470,"[KUMHO110087A90C87246B000100E400FDB053411A6A00A9]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.172,2.98,28.0,16666,00,-87,10097
2580,10-30 16:44:42:870,"[KUMHO110087A90C83246B000100E000FBB05318CD6A00B9]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.98,28.0,6349,00,-71,10209
2581,10-30 16:44:43:924,"[KUMHO110087A90D98246B0001010D00FD9F5223C56A00A3]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,9157,00,-93,10113
2582,10-30 16:44:45:634,"[KUMHO110087A90D9A246B0001010B00FBB053271F6A00A9]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,28.0,10015,00,-87,10002
2583,10-30 16:44:45:746,"[KUMHO110087A91CB2246B0002011B00FFB050262F6A00AC]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.094,2.98,25.0,9775,00,-84,10209
2584,10-30 16:44:47:024,"[KUMHO110087A90C9E246B000200E400FCB05310956A00AD]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28.0,4245,00,-83,10272
2585,10-30 16:44:47:583,"[KUMHO110087A90C04246B000100F600FEB0533B206A00A8]
",87A90C04,24,1.0.7,1.0.6,0.0,-1.09,-0.133,2.98,28.0,15136,00,-88,20258
2586,10-30 16:44:47:695,"[KUMHO110087A91C14246B000100E500FCB05227666A00BD]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.98,27.0,10086,00,-67,10065
2587,10-30 16:44:47:806,"[KUMHO110087A91543246B000100E900FBB053C7A26A00B5]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.98,28.0,51106,00,-75,20673
2588,10-30 16:44:48:510,"[KUMHO110087A91B39246B0002010D00FBAF53BEB56A00B0]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,48821,00,-80,10129
2589,10-30 16:44:49:724,"[KUMHO110087A90CCF246B000200E60103AB51AFC96A00A3]
",87A90CCF,24,1.0.7,1.0.6,0.1,-2.978,0.062,2.93,26.0,45001,00,-93,10081
2590,10-30 16:44:49:884,"[KUMHO110087A90C9C246B000100E500FAB05351B16A00A2]
",87A90C9C,24,1.0.7,1.0.6,0.0,-3.096,-0.289,2.98,28.0,20913,00,-94,10049
2591,10-30 16:44:51:498,"[KUMHO110087A92031246B000100E200FBAF537AA66A00A6]
",87A92031,24,1.0.7,1.0.6,0.0,-3.45,-0.25,2.97,28.0,31398,00,-90,10241
2592,10-30 16:44:52:568,"[KUMHO110087A90C87246B000100E400FCB053411B6A009E]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,16667,00,-98,10097
2593,10-30 16:44:53:095,"[KUMHO110087A90C83246B000100E000FAB05318CE6A00AF]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.289,2.98,28.0,6350,00,-81,10225
2594,10-30 16:44:54:038,"[KUMHO110087A90D98246B0001010D00FD9F5223C66A00A3]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,9158,00,-93,10113
2595,10-30 16:44:55:651,"[KUMHO110087A90D9A246B0001010B00FCB05327206A00A9]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.211,2.98,28.0,10016,00,-87,10017
2596,10-30 16:44:55:955,"[KUMHO110087A91CB2246B0002011C0100B05026306A009B]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,25.0,9776,00,-101,10209
2597,10-30 16:44:57:296,"[KUMHO110087A90C9E246B000200E300FCB15310966A009F]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.99,28.0,4246,00,-97,10272
2598,10-30 16:44:57:712,"[KUMHO110087A90C04246B000100F700FEB0533B216A009A]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.133,2.98,28.0,15137,00,-102,10129
2599,10-30 16:44:57:744,"[KUMHO110087A91C14246B000100E500FCAF5227676A00A5]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.97,27.0,10087,00,-91,10049
2600,10-30 16:44:58:143,"[KUMHO110087A91543246B000100E900FCB053C7A36A00AB]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.211,2.98,28.0,51107,00,-85,10337
2601,10-30 16:44:58:655,"[KUMHO110087A91B39246B0002010E00FBB053BEB66A00A3]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.98,28.0,48822,00,-93,10145
2602,10-30 16:44:59:805,"[KUMHO110087A90CCF246B000200E70104AB51AFCA6A00A2]
",87A90CCF,24,1.0.7,1.0.6,0.1,-2.86,0.101,2.93,26.0,45002,00,-94,10081
2603,10-30 16:44:59:949,"[KUMHO110087A90C9C246B000200E500FBB05351B26A00A1]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28.0,20914,00,-95,10065
2604,10-30 16:45:01:738,"[KUMHO110087A92031246B000100E100FBAF537AA76A00A6]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,28.0,31399,00,-90,10239
2605,10-30 16:45:02:665,"[KUMHO110087A90C87246B000100E400FCB053411C6A009D]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,16668,00,-99,10097
2606,10-30 16:45:03:320,"[KUMHO110087A90C83246B000100E000FBB05318CF6A00AE]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.98,28.0,6351,00,-82,10224
2607,10-30 16:45:04:151,"[KUMHO110087A90D98246B0001010E00FD9F5223C76A00A3]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.172,2.81,27.0,9159,00,-93,10112
2608,10-30 16:45:05:669,"[KUMHO110087A90D9A246B0001010B00FBB05327216A00A9]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,28.0,10017,00,-87,10017
2609,10-30 16:45:06:164,"[KUMHO110087A91CB2246B0002011C00FFB05026316A0096]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.094,2.98,25.0,9777,00,-106,10208
2610,10-30 16:45:07:569,"[KUMHO110087A90C9E246B000200E300FCB15310976A009D]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.99,28.0,4247,00,-99,10272
2611,10-30 16:45:07:793,"[KUMHO110087A91C14246B000100E500FCB05227686A00A8]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.98,27.0,10088,00,-88,10049
2612,10-30 16:45:07:841,"[KUMHO110087A90C04246B000100F700FEB0533B226A009B]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.133,2.98,28.0,15138,00,-101,10128
2613,10-30 16:45:08:480,"[KUMHO110087A91543246B000100E900FCB053C7A46A00AC]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.211,2.98,28.0,51108,00,-84,10336
2614,10-30 16:45:08:800,"[KUMHO110087A91B39246B0002010D00FBAF53BEB76A00A5]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,48823,00,-91,10145
2615,10-30 16:45:09:886,"[KUMHO110087A90CCF246B000100E60104AB51AFCB6A00A4]
",87A90CCF,24,1.0.7,1.0.6,0.0,-2.978,0.101,2.93,26.0,45003,00,-92,10080
2616,10-30 16:45:10:014,"[KUMHO110087A90C9C246B000200E500FBB05351B36A00A2]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28.0,20915,00,-94,10064
2617,10-30 16:45:11:963,"[KUMHO110087A92031246B000100E100FAAF537AA86A00A6]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.289,2.97,28.0,31400,00,-90,10225
2618,10-30 16:45:12:778,"[KUMHO110087A90C87246B000100E300FCB053411D6A009D]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.332,-0.211,2.98,28.0,16669,00,-99,10113
2619,10-30 16:45:13:545,"[KUMHO110087A90C83246B000100E000FBB05318D06A00AC]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.98,28.0,6352,00,-84,10225
2620,10-30 16:45:14:264,"[KUMHO110087A90D98246B0001010D00FD9F5223C86A00A4]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,9160,00,-92,10112
2621,10-30 16:45:15:686,"[KUMHO110087A90D9A246B0001010B00FCB05327226A00A9]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.211,2.98,28.0,10018,00,-87,10017
2622,10-30 16:45:16:373,"[KUMHO110087A91CB2246B0002011C00FFB05026326A00A2]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.094,2.98,25.0,9778,00,-94,10209
2623,10-30 16:45:17:842,"[KUMHO110087A90C9E246B000200E300FCB02AAAAA6A0197]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,-13.0,43690,01,-105,10273
2624,10-30 16:45:17:970,"[KUMHO110087A90C04246B000100F700FEB0533B236A009B]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.133,2.98,28.0,15139,00,-101,10129
2625,10-30 16:45:18:817,"[KUMHO110087A91543246B000100E900FBB053C7A56A00A0]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.98,28.0,51109,00,-96,10336
2626,10-30 16:45:18:929,"[KUMHO110087A91B39246B0002010D00FBB053BEB86A00A6]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.98,28.0,48824,00,-90,10128
2627,10-30 16:45:20:064,"[KUMHO110087A90C9C246B000200E400FAB05351B46A009D]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.214,-0.289,2.98,28.0,20916,00,-99,10049
2628,10-30 16:45:22:204,"[KUMHO110087A92031246B000100E100FBB0537AA96A00A2]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.98,28.0,31401,00,-94,10240
2629,10-30 16:45:22:875,"[KUMHO110087A90C87246B000100E500FCB053411E6A009A]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.096,-0.211,2.98,28.0,16670,00,-102,10097
2630,10-30 16:45:23:770,"[KUMHO110087A90C83246B000100E000FBB05318D16A00AF]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.98,28.0,6353,00,-81,10225
2631,10-30 16:45:24:376,"[KUMHO110087A90D98246B0001010D00FD9F5223C96A00A3]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,9161,00,-93,10112
2632,10-30 16:45:25:703,"[KUMHO110087A90D9A246B0001010B00FCB05327236A00A6]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.211,2.98,28.0,10019,00,-90,10017
2633,10-30 16:45:26:582,"[KUMHO110087A91CB2246B0002011C00FFB05026336A0097]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.094,2.98,25.0,9779,00,-105,10208
2634,10-30 16:45:27:908,"[KUMHO110087A91C14246B000100E500FBB052276A6A00AD]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.096,-0.25,2.98,27.0,10090,00,-83,20114
2635,10-30 16:45:28:100,"[KUMHO110087A90C04246B000100F700FEB0533B246A0095]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.133,2.98,28.0,15140,00,-107,10129
2636,10-30 16:45:29:074,"[KUMHO110087A91B39246B0002010D00FBAF53BEB96A00A6]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,48825,00,-90,10144
2637,10-30 16:45:29:154,"[KUMHO110087A91543246B000100E900FBB153C7A66A00AB]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.99,28.0,51110,00,-85,10336
2638,10-30 16:45:30:032,"[KUMHO110087A90CCF246B000200E70103AB51AFCD6A0096]
",87A90CCF,24,1.0.7,1.0.6,0.1,-2.86,0.062,2.93,26.0,45005,00,-106,20145
2639,10-30 16:45:30:128,"[KUMHO110087A90C9C246B000200E500FBB05351B56A00A3]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28.0,20917,00,-93,10064
2640,10-30 16:45:32:429,"[KUMHO110087A92031246B000100E100FBAF537AAA6A00A4]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.25,2.97,28.0,31402,00,-92,10224
2641,10-30 16:45:32:972,"[KUMHO110087A90C87246B000100E400FCB053411F6A009D]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,16671,00,-99,10096
2642,10-30 16:45:33:995,"[KUMHO110087A90C83246B000100E000FBB05218D26A00AC]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.98,27.0,6354,00,-84,10224
2643,10-30 16:45:34:474,"[KUMHO110087A90D98246B0001010D00FD9F5223CA6A00A3]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.172,2.81,27.0,9162,00,-93,10097
2644,10-30 16:45:35:720,"[KUMHO110087A90D9A246B0001010B00FBB05327246A00A6]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,28.0,10020,00,-90,10016
2645,10-30 16:45:36:790,"[KUMHO110087A91CB2246B0002011B00FFB05026346A00A0]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.094,2.98,25.0,9780,00,-96,10208
2646,10-30 16:45:37:957,"[KUMHO110087A91C14246B000100E400FCAF52276B6A00AC]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.97,27.0,10091,00,-84,10048
2647,10-30 16:45:38:229,"[KUMHO110087A90C04246B000100F700FFB0523B256A0093]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.972,-0.094,2.98,27.0,15141,00,-109,10129
2648,10-30 16:45:39:203,"[KUMHO110087A91B39246B0002010E00FBAF53BEBA6A00A5]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28.0,48826,00,-91,10129
2649,10-30 16:45:39:491,"[KUMHO110087A91543246B000100E900FCB053C7A76A00A9]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.211,2.98,28.0,51111,00,-87,10337
2650,10-30 16:45:40:114,"[KUMHO110087A90CCF246B000200E70104AB51AFCE6A00A1]
",87A90CCF,24,1.0.7,1.0.6,0.1,-2.86,0.101,2.93,26.0,45006,00,-95,10081
2651,10-30 16:45:40:194,"[KUMHO110087A90C9C246B000100E500FAB05351B66A00A3]
",87A90C9C,24,1.0.7,1.0.6,0.0,-3.096,-0.289,2.98,28.0,20918,00,-93,10065
2652,10-30 16:45:42:670,"[KUMHO110087A92031246B000100E100FAAF537AAB6A00A4]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.289,2.97,28.0,31403,00,-92,10241
2653,10-30 16:45:43:085,"[KUMHO110087A90C87246B000100E400FCB05341206A009D]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,16672,00,-99,10113
2654,10-30 16:45:44:220,"[KUMHO110087A90C83246B000100E000FBB05318D36A00AD]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.98,28.0,6355,00,-83,10225
2655,10-30 16:45:44:587,"[KUMHO110087A90D98246B0001010D00FC9F5223CB6A00A3]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.211,2.81,27.0,9163,00,-93,10113
2656,10-30 16:45:45:737,"[KUMHO110087A90D9A246B0001010B00FCB05327256A00A6]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.211,2.98,28.0,10021,00,-90,10016
2657,10-30 16:45:47:000,"[KUMHO110087A91CB2246B0002011B00FFB05026356A00A0]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.094,2.98,25.0,9781,00,-96,10209
2658,10-30 16:45:48:022,"[KUMHO110087A91C14246B000100E400FBB052276C6A00AE]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.214,-0.25,2.98,27.0,10092,00,-82,10064
2659,10-30 16:45:48:342,"[KUMHO110006A90404246B0001007500BEB0513B266A018B]
",06A90404,24,1.0.7,1.0.6,0.0,-16.312,-2.629,2.98,26.0,15142,01,-117,0
2660,10-30 16:45:49:348,"[KUMHO110087A91B39246B0002010D00FBAF53BEBB6A00A5]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,48827,00,-91,10145
2661,10-30 16:45:49:827,"[KUMHO110087A91543246B000100E900FBB053C7A86A00AB]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.98,28.0,51112,00,-85,10336
2662,10-30 16:45:50:195,"[KUMHO110087A90CCF246B000200E70104AB51AFCF6A009C]
",87A90CCF,24,1.0.7,1.0.6,0.1,-2.86,0.101,2.93,26.0,45007,00,-100,10081
2663,10-30 16:45:50:259,"[KUMHO110087A90C9C246B000100E400FAB05351B76A00A3]
",87A90C9C,24,1.0.7,1.0.6,0.0,-3.214,-0.289,2.98,28.0,20919,00,-93,10065
2664,10-30 16:45:52:910,"[KUMHO110087A92031246B000100E100FAB0537AAC6A00A3]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.289,2.98,28.0,31404,00,-93,10240
2665,10-30 16:45:53:183,"[KUMHO110087A90C87246B000100E300FDB05341216A009D]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.332,-0.172,2.98,28.0,16673,00,-99,10097
2666,10-30 16:45:54:445,"[KUMHO110087A90C83246B000100E000FBB05318D46A00AD]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.686,-0.25,2.98,28.0,6356,00,-83,10224
2667,10-30 16:45:54:700,"[KUMHO110087A90D98246B0001010E00FC9F5223CC6A00A2]
",87A90D98,24,1.0.7,1.0.6,0.0,1.742,-0.211,2.81,27.0,9164,00,-94,10112
2668,10-30 16:45:55:739,"[KUMHO110087A90D9A246B0001010B00FBB05327266A00A6]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.25,2.98,28.0,10022,00,-90,10001
2669,10-30 16:45:57:209,"[KUMHO110087A91CB2246B0002011C00FFB05026366A0098]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.094,2.98,25.0,9782,00,-104,10209
2670,10-30 16:45:58:071,"[KUMHO110087A91C14246B000100E400FBAF52276D6A00AC]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.214,-0.25,2.97,27.0,10093,00,-84,10049
2671,10-30 16:45:58:471,"[KUMHO110087A90C04246B000100F800FEB0532B276A0193]
",87A90C04,24,1.0.7,1.0.6,0.0,-0.854,-0.133,2.98,28.0,11047,01,-109,20241
2672,10-30 16:45:59:493,"[KUMHO110087A91B39246B0002010D00FBAF53BEBC6A00A4]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28.0,48828,00,-92,10144
2673,10-30 16:46:00:164,"[KUMHO110087A91543246B000100E900FBB053C7A96A00A9]
",87A91543,24,1.0.7,1.0.6,0.0,-2.624,-0.25,2.98,28.0,51113,00,-87,10336
2674,10-30 16:46:00:276,"[KUMHO110087A90CCF246B000200E70104AB51AFD06A00A0]
",87A90CCF,24,1.0.7,1.0.6,0.1,-2.86,0.101,2.93,26.0,45008,00,-96,10081
2675,10-30 16:46:00:308,"[KUMHO110087A90C9C246B000200E400FAB05351B86A00A2]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.214,-0.289,2.98,28.0,20920,00,-94,10049
2676,10-30 16:46:03:136,"[KUMHO110087A92031246B000100E100FAB0537AAD6A00A4]
",87A92031,24,1.0.7,1.0.6,0.0,-3.568,-0.289,2.98,28.0,31405,00,-92,10225
2677,10-30 16:46:03:280,"[KUMHO110087A90C87246B000100E400FCB05341226A009B]
",87A90C87,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.98,28.0,16674,00,-101,10096
2678,10-30 16:46:04:670,"[KUMHO110087A90C83246B000100DF00FBB05318D56A00AD]
",87A90C83,24,1.0.7,1.0.6,0.0,-3.804,-0.25,2.98,28.0,6357,00,-83,10224
2679,10-30 16:46:04:813,"[KUMHO110087A90D98246B0001010D00FC9F5223CD6A00A3]
",87A90D98,24,1.0.7,1.0.6,0.0,1.624,-0.211,2.81,27.0,9165,00,-93,10113
2680,10-30 16:46:05:756,"[KUMHO110087A90D9A246B0001010B00FCB05327276A00A6]
",87A90D9A,24,1.0.7,1.0.6,0.0,1.388,-0.211,2.98,28.0,10023,00,-90,10017
2681,10-30 16:46:07:418,"[KUMHO110087A91CB2246B0002011B0100B05026376A009B]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,25.0,9783,00,-101,10208
2682,10-30 16:46:08:121,"[KUMHO110087A91C14246B000100E400FCAF52276E6A00AE]
",87A91C14,24,1.0.7,1.0.6,0.0,-3.214,-0.211,2.97,27.0,10094,00,-82,10049
2683,10-30 16:46:08:600,"[KUMHO110087A90C04246B000100B700FEB0533B286A0192]
",87A90C04,24,1.0.7,1.0.6,0.0,-8.524,-0.133,2.98,28.0,15144,01,-110,10129
2684,10-30 16:46:09:639,"[KUMHO110087A91B39246B0001010D00FBB053BEBD6A00A5]
",87A91B39,24,1.0.7,1.0.6,0.0,1.624,-0.25,2.98,28.0,48829,00,-91,10145
